ID,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual
NC_001960.1:16227-16274,0.003840968843885,-0.0515011995536769,0.0323654203189695,0.0694040178601713,0.795198682437433,2,41.2881284971308,-76.5762569942617,-73.5890601735997,0.0188553677836241,18
NC_001960.1:3594-3771,0.0185975120958473,-0.0359248483432724,0.0243244961682294,0.341098806912689,0.566443668189062,2,47.0002617651474,-88.0005235302949,-85.0133267096329,0.0106502600490877,18
NC_001960.1:3893-3937,0.0242588841498172,-0.0299489556196373,0.023241587465807,0.447516157312116,0.512006221501938,2,47.9110753295346,-89.8221506590692,-86.8349538384072,0.00972308498275362,18
NC_001960.1:6640-6848,0.0661317746156853,0.014250206538779,0.0100901082962585,1.27466799996591,0.273715484126837,2,64.5988287253973,-123.197657450795,-120.210460630133,0.00183258513774405,18
NC_001960.1:8663-8768,0.00222602749233014,-0.0532058598692071,0.0155969795168475,0.0401578874233809,0.843418951007208,2,55.888394576254,-105.776789152508,-102.789592331846,0.00437878386088127,18
NC_027300.1:101870325-101870352,0.0688135953705571,0.00230028075416833,0.207919628068259,1.03458376367852,0.326341104932772,2,3.49489344927152,-0.989786898543048,1.32797926817629,0.605228004304603,14
NC_027300.1:10343919-10343938,0.0678740312355308,0.00573229998456626,0.205789726195498,1.09224557908462,0.312524766808481,2,3.81723807889011,-1.63447615778021,0.865163874388439,0.635241171114273,15
NC_027300.1:108719095-108719119,0.0858289504845528,0.0248842138501896,0.278162960689361,1.40830784124119,0.253793314103707,2,-1.30574984181268,8.61149968362536,11.111139715794,1.16061949049207,15
NC_027300.1:150570743-150570814,0.00131312824316922,-0.0574331583307621,0.167063704905478,0.0223525318747878,0.882912460949243,2,8.09503278596022,-10.1900655719204,-7.35674863442113,0.474474785444658,17
NC_027300.1:15122262-15122271,0.0539014224572309,0.00134039037152156,0.30998858476968,1.02550159915688,0.324637360017446,2,-3.90076939742414,13.8015387948483,16.7887356155103,1.72967260837517,18
NC_027300.1:157102593-157102628,0.0362034040871427,-0.0280497023070478,0.329222903822895,0.563449864432019,0.464486774058815,2,-4.17072429638728,14.3414485927746,16.8410886249432,1.62581580602369,15
NC_027300.1:32662967-32663253,0.0602760493529494,0.00499816990312285,0.26359901103144,1.0904189877193,0.311000714838865,2,-0.569990262712724,7.13998052542545,9.97329746292477,1.1812354564848,17
NC_027300.1:40642530-40642598,0.0556236342943004,-0.00339988856230589,0.142841182086277,0.942397735720288,0.346109659285623,2,10.5475475756995,-15.095095151399,-12.4239798777105,0.326457652796879,16
NC_027300.1:41463726-41463858,0.0131170983130657,-0.0485630830423678,0.516764627871885,0.212663095743478,0.65089490330577,2,-12.5978263559992,31.1956527119984,33.8667679856869,4.27273088991308,16
NC_027300.1:53523100-53523250,0.00426698189483926,-0.0621152193121715,0.224510814536607,0.0642790057764553,0.803298441342789,2,2.33706547281085,1.3258690543783,3.82550908654694,0.756076587658363,15
NC_027300.1:65107271-65107455,0.0159052818939003,-0.0387666468897718,0.138517099979316,0.29092227488141,0.59623966753983,2,12.210064400912,-18.420128801824,-15.432931981162,0.345365765760237,18
NC_027300.1:69211159-69211369,0.0364778186461491,-0.0201999567276068,0.0927763978303832,0.643600042619877,0.433482563470014,2,19.2705085026479,-32.5410170052958,-29.7077000677965,0.146326819904486,17
NC_027300.1:95151380-95151407,0.0407134112360117,-0.0192420005617375,0.247251404285102,0.679061489450733,0.422024732824969,2,0.671447043050012,4.65710591389997,7.32822118758847,0.978132110735277,16
NC_027301.1:1529495-1529563,0.00921437859211953,-0.0568379961684058,0.132384499712916,0.13950109478314,0.714003452005206,2,11.3166917884148,-16.6333835768296,-14.1337435446609,0.262884836463586,15
NC_027301.1:21218-21371,0.0472135466032484,-0.0057190341410156,0.175147042864174,0.891956257174646,0.357453357236796,2,7.51742275105779,-9.03484550211558,-6.04764868145361,0.552176759233165,18
NC_027301.1:26342332-26342480,0.0160522636301677,-0.0495442521278211,0.360787692859803,0.244712138208542,0.627990080216763,2,-5.7271531141048,17.4543062282096,19.9539462603782,1.95251638978649,15
NC_027301.1:28080633-28080661,0.0719403338508356,0.0173485887832378,0.127528684707066,1.31778776739516,0.26688765355981,2,13.2256766729214,-20.4513533458429,-17.6180364083436,0.276480612192944,17
NC_027301.1:32623148-32623201,0.140878285666033,0.0795124489278923,0.219169786224651,2.29571196539186,0.151980201895313,2,2.65177172932116,0.696456541357679,3.01422270807702,0.672495532712627,14
NC_027301.1:38125340-38125394,0.0436568302083752,-0.0161146179036014,0.255623461751815,0.730396060115324,0.405370196593898,2,0.072049579623158,5.85590084075368,8.52701611444218,1.0454936671677,16
NC_027301.1:41382334-41382357,0.0563682804428583,-0.00260870202946295,0.168712832452636,0.955767455028963,0.342806865988978,2,7.55118378440291,-9.10236756880582,-6.43125229511732,0.455424317347061,16
NC_027301.1:43069196-43069299,0.00150431603230513,-0.0572307242010888,0.242647745547056,0.0256119009423926,0.874737960342143,2,1.00355679132318,3.99288641735364,6.82620335485296,1.00092478312417,17
NC_027301.1:45282713-45282740,0.00105297324091933,-0.0703003858133007,0.279816817823528,0.0147571642719608,0.905037984481297,2,-1.256843598785,8.51368719757,10.8314533642893,1.0961643215164,14
NC_027301.1:51687467-51687489,0.00129653722210774,-0.0700394244048845,0.244918041910567,0.0181750857847433,0.894677188710184,2,0.874540965187976,4.25091806962405,6.56868423634339,0.839787861546288,14
